title,Authors,1stAuthor,result-from,result-id,result-pub_date,result-title,result-ttl_similarity,result-author,result-link,result-pdf_link
A Unified Weight Initialization Paradigm for Tensorial Convolutional Neural Networks,"Yu Pan (Harbin Institute of Technology, Shenzhen) · Zeyong Su (University of Electronic Science and Technology of China) · Ao Liu (Tokyo Institute of Technology) · Jingquan Wang (Harbin Institute of Technology, Shenzhen) · Nannan Li (Institute of Automation, Chinese Academy of Sciences，University of Chinese Academy of Sciences) · ZENGLIN Xu (Harbin Institute of Technology, Shenzhen)",Yu Pan,arXiv,http://arxiv.org/abs/2205.15307v1,2022-05-28T13:31:24Z,"A Unified Weight Initialization Paradigm for Tensorial Convolutional
  Neural Networks",0.988,Zenglin Xu,http://arxiv.org/abs/2205.15307v1,http://arxiv.org/pdf/2205.15307v1
Balancing Discriminability and Transferability for Source-Free Domain Adaptation,Jogendra Nath Kundu (Indian Institute of Science) · Akshay Kulkarni (Indian Institute of Science) · Suvaansh Bhambri (Indian Institute of Science) · Deepesh Mehta (Indian Institute of Science) · Shreyas Kulkarni (Indian Institute of Science) · Varun Jampani (Google Research) · Venkatesh Babu Radhakrishnan (Indian Institute of Science),Jogendra Nath Kundu,arXiv,http://arxiv.org/abs/2206.08009v1,2022-06-16T09:06:22Z,"Balancing Discriminability and Transferability for Source-Free Domain
  Adaptation",0.988,R. Venkatesh Babu,http://arxiv.org/abs/2206.08009v1,http://arxiv.org/pdf/2206.08009v1
PMIC: Improving Multi-Agent Reinforcement Learning with ProgressiveMutual Information Collaboration,"Pengyi Li (Tianjin university) · Hongyao Tang (Tianjin University) · Tianpei Yang (University of Alberta) · Xiaotian Hao (College of Intelligence and Computing, Tianjin University) · Tong Sang (Tianjin University) · Yan Zheng (Tianjin University, Nanyang Technical University) · Jianye Hao (Tianjin University) · Matthew Taylor (U. of Alberta) · Wenyuan Tao (Tianjin University) · Zhen Wang (Northwestern Polytechnical University)",Pengyi Li,,,,,0.0,,,
Training Discrete Deep Generative Models via Gapped Straight-Through Estimator,Ting-Han Fan (Princeton University) · Ta-Chung Chi (Carnegie Mellon University) · Alexander Rudnicky (Carnegie Mellon University) · Peter Ramadge (Princeton),Ting-Han Fan,arXiv,http://arxiv.org/abs/2206.07235v1,2022-06-15T01:46:05Z,"Training Discrete Deep Generative Models via Gapped Straight-Through
  Estimator",0.987,Peter J. Ramadge,http://arxiv.org/abs/2206.07235v1,http://arxiv.org/pdf/2206.07235v1
Preconditioning for Scalable Gaussian Process Hyperparameter Optimization,Jonathan Wenger (University of Tübingen) · Geoff Pleiss (Columbia University) · Philipp Hennig (University of Tuebingen) · John Cunningham (Columbia) · Jacob Gardner (University of Pennsylvania),Jonathan Wenger,arXiv,http://arxiv.org/abs/2107.00243v5,2021-07-01T06:43:11Z,"Preconditioning for Scalable Gaussian Process Hyperparameter
  Optimization",0.986,Jacob R. Gardner,http://arxiv.org/abs/2107.00243v5,http://arxiv.org/pdf/2107.00243v5
Generative Flow Networks for Discrete Probabilistic Modeling,"Dinghuai Zhang (Mila, Meta) · Nikolay Malkin (Mila / Université de Montréal) · Zhen Liu (Mila, University of Montreal) · Alexandra Volokhova (Moscow Institute of Physics and Technology) · Aaron Courville (Université de Montréal) · Yoshua Bengio (Mila - Quebec AI Institute)",Dinghuai Zhang,arXiv,http://arxiv.org/abs/2202.01361v2,2022-02-03T01:27:11Z,Generative Flow Networks for Discrete Probabilistic Modeling,1.0,Yoshua Bengio,http://arxiv.org/abs/2202.01361v2,http://arxiv.org/pdf/2202.01361v2
Closed-Form Diffeomorphic Transformations for Time Series Alignment,Iñigo Martinez (Vicomtech) · Elisabeth Viles (University of Navarra-School of Engineering) · Igor G. Olaizola (Vicomtech),Iñigo Martinez,arXiv,http://arxiv.org/abs/2206.08107v1,2022-06-16T12:02:12Z,Closed-Form Diffeomorphic Transformations for Time Series Alignment,1.0,Igor G. Olaizola,http://arxiv.org/abs/2206.08107v1,http://arxiv.org/pdf/2206.08107v1
Transfer and Marginalize: Explaining Away Label Noise with Privileged Information,Mark Collier (Google) · Rodolphe Jenatton (Google Research) · Efi Kokiopoulou (Google AI) · Jesse Berent (Google),Mark Collier,arXiv,http://arxiv.org/abs/2202.09244v2,2022-02-18T15:15:32Z,"Transfer and Marginalize: Explaining Away Label Noise with Privileged
  Information",0.988,Jesse Berent,http://arxiv.org/abs/2202.09244v2,http://arxiv.org/pdf/2202.09244v2
Minimum Cost Intervention Design for Causal Effect Identification,Sina Akbari (École Polytechnique Fédérale de Lausanne (EPFL)) · Jalal Etesami (EPFL) · Negar Kiyavash (École Polytechnique Fédérale de Lausanne),Sina Akbari,arXiv,http://arxiv.org/abs/2205.02232v1,2022-05-04T13:19:04Z,Minimum Cost Intervention Design for Causal Effect Identification,1.0,Negar Kiyavash,http://arxiv.org/abs/2205.02232v1,http://arxiv.org/pdf/2205.02232v1
Codeformer: Learning to Translate from C to CUDA,"Yuanbo Wen (Institute of Computing Technology, Chinese Academy of Sciences) · Qi Guo (Institute of Computing Technology, Chinese Academy of Sciences) · Qiang Fu (USTC) · XiaQing Li (Institute of Computing Technology, Chinese Academy of Science) · jianxing xu (School of Computer Science and Technology, University of Science and Technology of China) · Yanlin Tang (Institute of Computing Technology, Chinese Academy of Sciences) · Yongwei Zhao (Institute of Computing Technology, Chonese Academy of Sciences) · Xing Hu (Institute of Computing Technology) · Zidong Du (institute of Computing Technology of the Chinese Academy of Sciences) · Ling Li (Institute of Software, Chinese Academy of Sciences) · Chao Wang (USTC) · Xuehai Zhou (University of Science and Technology of China) · Yunji Chen (Institute of Computing Technology, Chinese Academy of Sciences)",Yuanbo Wen,Google,,,Accepted Papers - ICML,0.143,,https://icml.cc/Conferences/2022/AcceptedPapersInitial,
Stable Conformal Prediction Sets,Eugene Ndiaye (Georgia Tech),Eugene Ndiaye,arXiv,http://arxiv.org/abs/2112.10224v1,2021-12-19T18:53:32Z,Stable Conformal Prediction Sets,1.0,Eugene Ndiaye,http://arxiv.org/abs/2112.10224v1,http://arxiv.org/pdf/2112.10224v1
Finding the Task-Optimal Low-Bit Sub-Distribution in Deep Neural Networks,Runpei Dong (Xi'an Jiaotong University) · Zhanhong Tan (Tsinghua University) · Mengdi Wu (Tsinghua University) · Linfeng Zhang (Tsinghua University ) · Kaisheng Ma (Tsinghua University ),Runpei Dong,arXiv,http://arxiv.org/abs/2112.15139v4,2021-12-30T17:28:11Z,"Finding the Task-Optimal Low-Bit Sub-Distribution in Deep Neural
  Networks",0.986,Kaisheng Ma,http://arxiv.org/abs/2112.15139v4,http://arxiv.org/pdf/2112.15139v4
Delayed Reinforcement Learning by Imitation,Pierre Liotet (Politecnico di Milano) · Davide Maran (Politecnico di Milano) · Lorenzo Bisi (Politecnico di Milano) · Marcello Restelli (Politecnico di Milano),Pierre Liotet,arXiv,http://arxiv.org/abs/2205.05569v1,2022-05-11T15:27:33Z,Delayed Reinforcement Learning by Imitation,1.0,Marcello Restelli,http://arxiv.org/abs/2205.05569v1,http://arxiv.org/pdf/2205.05569v1
Strategic Instrumental Variable Regression: Recovering Causal Relationships From Strategic Responses,Keegan Harris (Carnegie Mellon University) · Dung Ngo (University of Minnesota) · Logan Stapleton (University of Minnesota) · Hoda Heidari (CMU) · Steven Wu (Carnegie Mellon University),Keegan Harris,arXiv,http://arxiv.org/abs/2107.05762v3,2021-07-12T22:12:56Z,"Strategic Instrumental Variable Regression: Recovering Causal
  Relationships From Strategic Responses",0.99,Zhiwei Steven Wu,http://arxiv.org/abs/2107.05762v3,http://arxiv.org/pdf/2107.05762v3
Predicting Out-of-Distribution Error with the Projection Norm,"Yaodong Yu (University of California, Berkeley) · Zitong Yang (University of California, Berkeley) · Alexander Wei (UC Berkeley) · Yi Ma (UC Berkeley) · Jacob Steinhardt (UC Berkeley)",Yaodong Yu,arXiv,http://arxiv.org/abs/2202.05834v1,2022-02-11T18:58:21Z,Predicting Out-of-Distribution Error with the Projection Norm,1.0,Jacob Steinhardt,http://arxiv.org/abs/2202.05834v1,http://arxiv.org/pdf/2202.05834v1
Inductive Matrix Completion: No Bad Local Minima and a Fast Algorithm,Pini Zilber (Weizmann Institute of Science) · Boaz Nadler (Weizmann Institute of Science),Pini Zilber,arXiv,http://arxiv.org/abs/2201.13052v1,2022-01-31T08:20:08Z,Inductive Matrix Completion: No Bad Local Minima and a Fast Algorithm,1.0,Boaz Nadler,http://arxiv.org/abs/2201.13052v1,http://arxiv.org/pdf/2201.13052v1
SoQal: Selective Oracle Questioning for Consistency Based Active Learning of Cardiac Signals,Dani Kiyasseh (California Institute of Technology) · Tingting Zhu (University of Oxford) · David Clifton (University of Oxford),Dani Kiyasseh,arXiv,http://arxiv.org/abs/2004.09557v3,2020-04-20T18:20:03Z,"SoQal: Selective Oracle Questioning for Consistency Based Active
  Learning of Cardiac Signals",0.989,David A. Clifton,http://arxiv.org/abs/2004.09557v3,http://arxiv.org/pdf/2004.09557v3
Bounding Training Data Reconstruction in Private (Deep) Learning,Chuan Guo (Meta AI) · Brian Karrer (Meta) · Kamalika Chaudhuri (UCSD and Facebook AI Research) · Laurens van der Maaten (Facebook AI Research),Chuan Guo,arXiv,http://arxiv.org/abs/2201.12383v3,2022-01-28T19:24:30Z,Bounding Training Data Reconstruction in Private (Deep) Learning,1.0,Laurens van der Maaten,http://arxiv.org/abs/2201.12383v3,http://arxiv.org/pdf/2201.12383v3
Improving Out-of-Distribution Robustness via Selective Augmentation,Huaxiu Yao (Stanford University) · Yu Wang (University of Science and Technology of China) · Sai Li (Renmin University of China) · Linjun Zhang (Rutgers University) · Weixin Liang (Stanford University) · James Zou (Stanford University) · Chelsea Finn (Stanford),Huaxiu Yao,arXiv,http://arxiv.org/abs/2201.00299v3,2022-01-02T05:58:33Z,Improving Out-of-Distribution Robustness via Selective Augmentation,1.0,Chelsea Finn,http://arxiv.org/abs/2201.00299v3,http://arxiv.org/pdf/2201.00299v3
Adversarial Masking for Self-Supervised Learning,Yuge Shi (University of Oxford) · Siddharth N (University of Edinburgh) · Phil Torr (Oxford) · Adam Kosiorek (DeepMind),Yuge Shi,arXiv,http://arxiv.org/abs/2201.13100v2,2022-01-31T10:23:23Z,Adversarial Masking for Self-Supervised Learning,1.0,Adam R. Kosiorek,http://arxiv.org/abs/2201.13100v2,http://arxiv.org/pdf/2201.13100v2
Improved Convergence Rates for Sparse Approximation Methods in Kernel-Based Learning,Sattar Vakili (MediaTek Research) · Jonathan Scarlett (National University of Singapore) · Da-shan Shiu (MediaTek Research) · Alberto Bernacchia (MediaTek Research),Sattar Vakili,arXiv,http://arxiv.org/abs/2202.04005v2,2022-02-08T17:22:09Z,"Improved Convergence Rates for Sparse Approximation Methods in
  Kernel-Based Learning",0.988,Alberto Bernacchia,http://arxiv.org/abs/2202.04005v2,http://arxiv.org/pdf/2202.04005v2
Nesterov Accelerated Shuffling Gradient Method for Convex Optimization,"Trang Tran (Cornell University) · Lam Nguyen (IBM Research, Thomas J. Watson Research Center) · Katya Scheinberg (Cornell University)",Trang Tran,arXiv,http://arxiv.org/abs/2202.03525v2,2022-02-07T21:23:17Z,Nesterov Accelerated Shuffling Gradient Method for Convex Optimization,1.0,Lam M. Nguyen,http://arxiv.org/abs/2202.03525v2,http://arxiv.org/pdf/2202.03525v2
Monarch: Expressive Structured Matrices for Efficient and Accurate Training,"Tri Dao (Stanford) · Beidi Chen (Stanford University) · Nimit Sohoni (Stanford University) · Arjun Desai (Stanford University) · Michael Poli (Stanford University) · Jessica Grogan (University at Buffalo) · Alexander Liu (University of Michigan) · Aniruddh Rao (University of Michigan) · Atri Rudra (University at Buffalo, SUNY) · Christopher Re (Stanford University)",Tri Dao,arXiv,http://arxiv.org/abs/2204.00595v1,2022-04-01T17:37:29Z,"Monarch: Expressive Structured Matrices for Efficient and Accurate
  Training",0.987,Christopher Ré,http://arxiv.org/abs/2204.00595v1,http://arxiv.org/pdf/2204.00595v1
SkexGen: Generating CAD Construction Sequences by Autoregressive VAE with Disentangled Codebooks,Xiang Xu (Simon Fraser University) · Karl Willis (Autodesk Research) · Joseph G Lambourne (Autodesk AI Lab) · Chin-Yi Cheng (Google Research) · Pradeep Kumar Jayaraman (Autodesk Research) · Yasutaka Furukawa (Simon Fraser University),Xiang Xu,Google,,,Accepted Papers - ICML,0.119,,https://icml.cc/Conferences/2022/AcceptedPapersInitial,
"Blurs Behave Like Ensembles: Spatial Smoothings to Improve Accuracy, Uncertainty, and Robustness",Namuk Park (NAVER AI Lab) · Songkuk Kim (Yonsei University),Namuk Park,arXiv,http://arxiv.org/abs/2105.12639v3,2021-05-26T15:58:11Z,"Blurs Behave Like Ensembles: Spatial Smoothings to Improve Accuracy,
  Uncertainty, and Robustness",0.99,Songkuk Kim,http://arxiv.org/abs/2105.12639v3,http://arxiv.org/pdf/2105.12639v3
BLIP: Bootstrapping Language-Image Pre-training for Unified Vision-Language Understanding and Generation,Junnan Li (Salesforce) · DONGXU LI (Salesforce) · Caiming Xiong (Salesforce) · Steven Hoi (Salesforce),Junnan Li,arXiv,http://arxiv.org/abs/2201.12086v2,2022-01-28T12:49:48Z,"BLIP: Bootstrapping Language-Image Pre-training for Unified
  Vision-Language Understanding and Generation",0.99,Steven Hoi,http://arxiv.org/abs/2201.12086v2,http://arxiv.org/pdf/2201.12086v2
A Theoretical Analysis on Independence-driven Importance Weighting for Covariate-shift Generalization,Renzhe Xu (Tsinghua University) · Peng Cui (Tsinghua University) · Zheyan Shen (Tsinghua University) · Xingxuan Zhang (Tsinghua University) · Tong Zhang (HKUST),Renzhe Xu,arXiv,http://arxiv.org/abs/2111.02355v2,2021-11-03T17:18:49Z,"A Theoretical Analysis on Independence-driven Importance Weighting for
  Covariate-shift Generalization",0.99,Peng Cui,http://arxiv.org/abs/2111.02355v2,http://arxiv.org/pdf/2111.02355v2
DSTAGNN: Dynamic Spatial-Temporal Aware Graph Neural Network for Traffic Flow Forecasting,"Shiyong Lan (College of Computer Science, Sichuan University, Chengdu, China.) · Yitong Ma (Sichuan University) · Weikang Huang (National Key Laboratory of Fundamental Science on Synthetic Vision) · Wenwu Wang (University of Surrey) · Hongyu Yang (Sichuan University) · pyang li (四川大学)",Shiyong Lan,,,,,0.0,,,
Online Learning and Pricing with Reusable Resources: Linear Bandit with Sub-exponential Rewards,"Huiwen Jia (IOE, University of Michigan, Ann Arbor) · Cong Shi (University of Michigan at Ann Arbor) · Siqian Shen (University of Michigan)",Huiwen Jia,Google,,,Cong Shi - Research,0.158,,http://www-personal.umich.edu/~shicong/research.html,
Accelerating Shapley Explanation via Contributive Cooperator Selection,Guanchu Wang (Rice University) · Yu-Neng Chuang (Rice University) · Mengnan Du (Texas A&M University) · Fan Yang (Rice University) · Quan Zhou (Meta) · Pushkar Tripathi (Meta) · Xuanting Cai (Meta) · Xia Hu (Rice University),Guanchu Wang,arXiv,http://arxiv.org/abs/2206.08529v1,2022-06-17T03:24:45Z,Accelerating Shapley Explanation via Contributive Cooperator Selection,1.0,Xia Hu,http://arxiv.org/abs/2206.08529v1,http://arxiv.org/pdf/2206.08529v1
Exact Optimal Accelerated Complexity for Fixed-Point Iterations,Jisun Park (Seoul National University) · Ernest Ryu (Seoul National University),Jisun Park,arXiv,http://arxiv.org/abs/2201.11413v1,2022-01-27T10:08:41Z,Exact Optimal Accelerated Complexity for Fixed-Point Iterations,1.0,Ernest K. Ryu,http://arxiv.org/abs/2201.11413v1,http://arxiv.org/pdf/2201.11413v1
Topology-Aware Network Pruning using Multi-stage Graph Embedding and Reinforcement Learning,Sixing Yu (Iowa State University) · Ali Jannesari (Iowa State University) · Arya Mazaheri (Technische Universität Darmstadt),Sixing Yu,arXiv,http://arxiv.org/abs/2102.03214v1,2021-02-05T14:59:32Z,"GNN-RL Compression: Topology-Aware Network Pruning using Multi-stage
  Graph Embedding and Reinforcement Learning",0.892,Ali Jannesari,http://arxiv.org/abs/2102.03214v1,http://arxiv.org/pdf/2102.03214v1
Efficient PAC Learning from the Crowd with Pairwise Comparisons,Jie Shen (Stevens Institute of Technology) · Shiwei Zeng (Stevens Institute of Technology),Jie Shen,arXiv,http://arxiv.org/abs/2011.01104v3,2020-11-02T16:37:55Z,Efficient PAC Learning from the Crowd with Pairwise Comparison,0.992,Shiwei Zeng,http://arxiv.org/abs/2011.01104v3,http://arxiv.org/pdf/2011.01104v3
Metric-Fair Active Learning,Nan Cui (Stevens Institute of Technology) · Jie Shen (Stevens Institute of Technology) · Jing Wang (Amazon),Nan Cui,Google,,,Probably Approximately ,0.12,,https://proceedings.mlr.press/v80/yona18a.html,
Black-Box Tuning for Language-Model-as-a-Service,Tianxiang Sun (Fudan University) · Yunfan Shao (Fudan University) · Hong Qian (East China Normal University) · Xuanjing Huang (Fudan University) · Xipeng Qiu (Fudan University),Tianxiang Sun,,,,,0.0,,,
Disentangled Federated Learning for Tackling Attributes Skew via Invariant Aggregation and Diversity Transferring,"Zhengquan Luo (University of Science and Technology of China &  Institute of Automation, Chinese Academy of Sciences) · Yunlong Wang (Center for Research on Intelligent Perception and Computing (CRIPAC) National Laboratory of Pattern Recognition (NLPR) Institute of Automation, Chinese Academy of Sciences (CASIA) ) · Zilei Wang (University of Science and Technology of China) · Zhenan Sun (Chinese of Academy of Sciences) · Tieniu Tan (NLPR, China)",Zhengquan Luo,arXiv,http://arxiv.org/abs/2206.06818v1,2022-06-14T13:12:12Z,"Disentangled Federated Learning for Tackling Attributes Skew via
  Invariant Aggregation and Diversity Transferring",0.991,Tieniu Tan,http://arxiv.org/abs/2206.06818v1,http://arxiv.org/pdf/2206.06818v1
